title,genre
Hasbro Family Game Night: Yahtzee,miscellaneous board games board  card game
Tiger Woods PGA Tour,sports traditional individual golf sim sim
Broken Sword: Shadow of the Templars - The Director's Cut,adventure general general pointandclick
Layers of Fear,adventure 3d firstperson
Crash Bandicoot N. Sane Trilogy,miscellaneous compilation
Baldur's Gate: Enhanced Edition,roleplaying pcstyle rpg pcstyle rpg westernstyle
Disgaea 3: Absence of Justice,strategy turnbased fantasy fantasy tactics
Doom 3: Resurrection of Evil,action shooter shooter firstperson scifi scifi arcade
LEGO Indiana Jones: The Original Adventures,action adventure adventure general general
Yakuza 4,action adventure modern modern openworld
EVERSPACE,action adventure openworld
DeathSmiles,action shooter shootemup horizontal
The Sims 3,simulation miscellaneous virtual life virtual virtual life
Wade Hixton's Counter Punch,sports traditional boxing
Baldur's Gate: Dark Alliance II,roleplaying action rpg
NASCAR Thunder 2004,driving racing simulation stock car stock car automobile
Dave Mirra Freestyle BMX 3,sports alternative biking
Contra: Shattered Soldier,action shooter scrolling
Freekstyle,driving racing motorcycle motocross
Dynasty Warriors 3,action beatemup
Shadow of Destiny,adventure thirdperson fantasy
Midnight Club: Street Racing,driving racing gt  street
Swing Away Golf,sports traditional golf arcade
Harvest Moon 64,strategy breedingconstructing
Sphinx and the Cursed Mummy,action adventure fantasy
Skylanders: Spyro's Adventure,action platformer platformer 3d 3d
Detroit: Become Human,action adventure openworld adventure 3d thirdperson
NHL 17,sports team ice hockey sim
Madden NFL 12,sports traditional team football sim sim
inFamous: Festival of Blood,action adventure scifi scifi openworld
A Way Out,action adventure general
The Sims 4: City Living,simulation virtual virtual life
Rock Band Blitz,action miscellaneous rhythm music music
Lost Odyssey,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Rez,action shooter rail
Klonoa 2: Dream Champ Tournament,action general
BattleTech,strategy turnbased tactics
Death Road to Canada,action general
Doki Doki Literature Club!,adventure visual novel
Far Cry Instincts Evolution,action shooter firstperson modern
Fallout 4 VR,roleplaying westernstyle
Transformers: Fall of Cybertron,action general general shooter thirdperson arcade
Gurumin: A Monstrous Adventure,roleplaying action rpg action rpg
Vanquish,action shooter thirdperson arcade
Madden NFL 07,sports traditional team football sim sim
FIFA Soccer 06,sports traditional team soccer sim sim
Yoshi's Woolly World,action adventure platformer 2d fantasy action platformer 2d
Stellaris,strategy realtime general
The House of the Dead: Overkill,action shooter shooter light gun light gun
Super Rude Bear Resurrection,action platformer 2d
Bomberman Land Touch!,miscellaneous puzzle action puzzle puzzle general action
Big Bang Mini,action shooter shooter static static shootemup topdown
SIREN: Blood Curse,action adventure horror horror survival
WWE '13,action sports fighting fighting individual wrestling combat wrestling
Pro Evolution Soccer 2010,sports traditional team football soccer sim sim sim
Hotel Dusk: Room 215,adventure general general
Cosmic Star Heroine,roleplaying japanesestyle
Archangel: Hellfire,simulation combat vehicle
King's Quest Chapter 5: The Good Knight,adventure general
Prototype,action adventure scifi scifi openworld
Project: Snowblind,action shooter firstperson scifi
The Thing,action adventure horror
DeathSpank: Thongs of Virtue,roleplaying action rpg action rpg
Hatsune Miku: Project Diva X,action rhythm music
Bad Request,no genre
DeadCore,action shooter firstperson scifi arcade
Conker: Live & Reloaded,action shooter thirdperson fantasy
Castlevania: The Adventure ReBirth,action platformer platformer 2d 2d
The Walking Dead: Season Two Episode 5 - No Going Back,general action adventure general pointandclick
MLB 2005,sports traditional baseball sim
Neverwinter Nights: Shadows of Undrentide,roleplaying pcstyle rpg pcstyle rpg westernstyle
Knockout Kings 2003,sports traditional boxing
Duke Nukem: Manhattan Project,action shooter shooter scrolling scrolling shootemup horizontal
Konami Collector's Series: Arcade Advanced,miscellaneous compilation
Gradius Galaxies,action shooter scrolling
Tales of Destiny II,roleplaying consolestyle rpg
Metal Gear Solid: Snake Eater 3D,action adventure modern general modern
Overcooked!,action simulation arcade virtual career
Marvel: Ultimate Alliance,roleplaying action rpg action rpg
Grand Kingdom,strategy turnbased tactics
Bridge Constructor Portal,simulation virtual career
Wuppo,action platformer 2d
Joe Danger 2: The Movie,action racing general general arcade other
Robocalypse,strategy realtime scifi scifi general
For Honor,action adventure general
The Disney Afternoon Collection,miscellaneous compilation
Closure,action platformer platformer 2d 2d
Dead Rising 2,action adventure horror horror openworld
TumbleSeed,action general
ONRUSH,racing arcade automobile
Bad Request,no genre
MotorStorm RC,driving racing simulation arcade rally  offroad rally  offroad automobile
AstroPop,miscellaneous puzzle puzzle general general
Dragon Quest VI: Realms of Revelation,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Theatrhythm Final Fantasy,action miscellaneous rhythm music music
Teleglitch: Die More Edition,action shooter shooter thirdperson shootemup scifi scifi topdown
Age of Empires: Mythologies,strategy turnbased general historic historic
Donkey Kong Country,action platformer 2d
Zero Escape: Zero Time Dilemma,adventure visual novel
LEGO Marvel Super Heroes,action adventure fantasy general fantasy
League of Legends,roleplaying strategy action rpg realtime moba moba
Rabbids Go Home,adventure general general
The Movies: Stunts & Effects,strategy tycoon management tycoon business  tycoon
Deus Ex: Human Revolution - The Missing Link,action adventure scifi scifi general
Asphalt 4: Elite Racing,driving racing simulation gt  street gt  street automobile
Shaun White Snowboarding: Road Trip,sports alternative individual snowboarding snowboarding ski  snowboard
Dynasty Warriors 4,action beatemup
Shox,driving racing rally  offroad
Super Ghouls 'n Ghosts,action platformer 2d
The Thing,action adventure horror
Tropico: Paradise Island,strategy miscellaneous tycoon management compilation tycoon government business  tycoon
NASCAR Heat 2002,driving racing stock car
MechWarrior 4: Black Knight Expansion,simulation scifi vehicle mech combat
Cool Boarders 2001,sports alternative snowboarding
Ridge Racer V,driving racing arcade
NFL Blitz 2001,sports traditional football arcade
Apollo Justice: Ace Attorney,adventure general general visual novel
Observer,adventure 3d firstperson
Forgotton Anne,adventure general
Rune Factory: A Fantasy Harvest Moon,roleplaying consolestyle rpg consolestyle rpg japanesestyle
The Tomb Raider Trilogy,miscellaneous compilation compilation
1001 Spikes,action platformer platformer 2d 2d
The Walking Dead: 400 Days,action miscellaneous adventure general compilation pointandclick
Disney Guilty Party,miscellaneous party party party  minigame
Skylanders Imaginators,action platformer 3d
Warp,action general general
Wild Arms 3,roleplaying consolestyle rpg
Tales of Xillia,roleplaying consolestyle rpg action rpg consolestyle rpg japanesestyle
Ken Follett's The Pillars of the Earth,adventure visual novel
Shadow Warrior 2,action shooter firstperson arcade
Hatsune Miku: Project Diva F 2nd,action miscellaneous rhythm music
Karaoke Revolution Party,miscellaneous rhythm music
The Adventures of Cookie & Cream,miscellaneous puzzle puzzle general
Swords & Soldiers HD,strategy general
Pro Evolution Soccer 2011,sports traditional team soccer sim sim
Tom Clancy's Rainbow Six: Vegas 2,action shooter shooter firstperson tactical modern modern
"Blast Works: Build, Trade, Destroy",action shooter shooter scrolling scrolling shootemup horizontal
LEGO Star Wars: The Force Awakens,action adventure general
Fire Pro Wrestling World,sports individual combat wrestling
Musynx,action rhythm music
Runner3,action platformer 2d
Dungeon of the Endless,strategy realtime general
Blaster Master Zero,action platformer 2d
Unravel,action platformer 2d
Sonic & Sega All-Stars Racing,driving racing arcade kart kart automobile
Blackwood Crossing,adventure general
Candleman,action platformer 3d
Fluidity: Spin Cycle,action platformer platformer 2d 2d
Super Street Fighter IV: Arcade Edition,action fighting fighting 3d 2d 2d 3d
Arc the Lad Collection,miscellaneous compilation
Resident Evil: Revelations Collection,miscellaneous compilation
FIFA Soccer 2005,sports traditional soccer sim
Tom Clancy's Splinter Cell Pandora Tomorrow,action adventure modern
Hitman: Contracts,action shooter thirdperson modern
Puzzle Pirates,miscellaneous puzzle puzzle general puzzle general
The Lord of the Rings: The Return of the King,action beatemup beatemup 2d 3d
Crimson Sea,action beatemup
2002 FIFA World Cup,sports traditional soccer sim
Knockout Kings 2002,sports traditional boxing
Star Trek Starfleet Command: Orion Pirates,strategy realtime general tactics
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,action adventure general pointandclick
Two Worlds II: Pirates of the Flying Fortress,roleplaying thirdperson thirdperson general action rpg
Devil May Cry 4,action action adventure fantasy beatemup general fantasy linear
Breath of Fire: Dragon Quarter,roleplaying consolestyle rpg
Soul Bubbles,action general general
Praetorians,strategy realtime historic general historic
Mario and Donkey Kong: Minis on the Move,puzzle action platformer platformer 3d 3d
Mary Skelter: Nightmares,roleplaying action rpg roguelike
Naruto: Rise of a Ninja,action action adventure general general openworld
Sonic Rush Adventure,action platformer platformer 2d 2d
Stealth Inc: A Clone in the Dark,action platformer platformer 2d 2d
Call of Duty Classic,action shooter shooter firstperson thirdperson historic tactical historic arcade
Bust-A-Move Live!,miscellaneous puzzle puzzle matching matching
MLB 09: The Show,sports traditional team baseball sim sim
Bejeweled 3,miscellaneous puzzle puzzle matching matching
Tiger Woods PGA Tour 07,sports traditional individual golf sim sim
Forma.8,action platformer 2d
Shin Megami Tensei: Persona,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Toy Story 3,action general general
Call of Duty: Black Ops - First Strike,action shooter shooter firstperson modern historic arcade
Silent Hill: Origins,action adventure horror horror survival
Sniper Elite 4,action shooter firstperson tactical
EA Sports Active 2,sports miscellaneous general exercise  fitness
Final Fantasy XIV Online: A Realm Reborn,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Chime Super Deluxe,puzzle miscellaneous puzzle puzzle stacking stacking
DeathSpank: Thongs of Virtue,roleplaying action rpg action rpg
Lost Planet: Extreme Condition Colonies Edition,action shooter shooter thirdperson scifi scifi arcade
Chaos on Deponia,adventure general general
James Bond 007: NightFire,action shooter firstperson modern
"That Dragon, Cancer",general adventure general
Blade Strangers,action fighting 2d
Mothergunship,action general
Unravel Two,action platformer 2d
Sairento VR,action shooter light gun
Human Resource Machine,puzzle general
Adventures of Pip,action platformer 2d
LISA,action roleplaying general
OlliOlli,sports alternative individual skateboarding skate  skateboard
Strider,action adventure fantasy general fantasy
Dead Space 3,action action adventure shooter shooter linear thirdperson scifi scifi
Anno 1701: Dawn of Discovery,simulation general general
Tomb Raider: Anniversary,action adventure modern modern linear
Metal Gear Solid: Digital Graphic Novel,miscellaneous general general
Condemned: Criminal Origins,action adventure horror horror survival
