title,genre
The Wolf Among Us,action adventure adventure general fantasy pointandclick
Kirby & the Amazing Mirror,action platformer 2d
Tiger Woods PGA Tour 12: The Masters,sports traditional individual golf sim sim
LEGO Star Wars: The Complete Saga,action general general
EVERYTHING,action adventure adventure general
Naruto: The Broken Bond,action adventure adventure 3d openworld firstperson fantasy fantasy
Nancy Drew: Secret of the Old Clock,adventure firstperson pointandclick modern modern
The Banner Saga 3,strategy turnbased tactics
VVVVVV,action platformer 2d
TowerFall Ascension,action general
ArcheAge,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Worms: Open Warfare 2,strategy turnbased fantasy fantasy artillery
Resident Evil: Revelations,action adventure horror horror survival
Call of Duty: WWII,action shooter firstperson arcade
SMITE,strategy realtime moba
Thomas Was Alone,action platformer platformer 2d 2d
World of Tanks,action shooter thirdperson tactical
Pushmo World,miscellaneous puzzle logic
CAPSIZED,action platformer platformer 2d 2d
Skate 3,sports alternative individual skateboarding skateboarding skate  skateboard
Pro Evolution Soccer 2019,sports team soccer sim
Enslaved: Odyssey to the West,action adventure modern general modern
FlatOut: Ultimate Carnage,driving racing demolition derby arcade demolition derby automobile
Layers of Fear: Legacy,adventure 3d firstperson
Middle-earth: Shadow of War,action adventure openworld
Zero Escape: Zero Time Dilemma,adventure visual novel
Tales of Berseria,japanesestyle roleplaying action rpg
World of Van Helsing: Deathtrap,strategy general
BADLAND: Game of the Year Edition,action action adventure arcade linear
Ziggurat,action shooter firstperson arcade
Hitman: Sniper Challenge,action adventure modern general modern
Sonic CD,action platformer platformer 2d 2d
Microsoft Flight Simulator X,simulation flight modern jet modern jet combat
Metal Gear Acid 2,strategy turnbased modern modern card battle
Myst V: End of Ages,adventure 3d firstperson fantasy fantasy
Star Ocean: Till the End of Time,roleplaying action rpg
Railroad Tycoon 3,strategy tycoon management tycoon business  tycoon
Otogi: Myth of Demons,action adventure fantasy
Sega Soccer Slam,sports traditional soccer arcade
World of Outlaws: Sprint Cars 2002,driving racing rally  offroad
Wave Race: Blue Storm,driving racing snow  water
Phantasy Star Online Ver. 2,roleplaying general
Hostile Waters: Antaeus Rising,strategy general general
Crazy Taxi,driving racing arcade
Forza Motorsport 5,gt  street driving racing simulation gt  street automobile
Dustforce,action platformer platformer 2d 2d
Hitman: Absolution,action adventure modern general modern
WWE SmackDown vs. Raw 2009,action sports fighting fighting individual wrestling combat wrestling
Skylanders Imaginators,action platformer 3d
Empire Earth II,strategy realtime historic general historic
LocoRoco 2 Remastered,action platformer 2d
Wolfenstein: The New Order,general shooter historic action shooter firstperson historic arcade
Fallout 3: Point Lookout,roleplaying firstperson firstperson general westernstyle
Fractured Space,scifi strategy realtime general
Resident Evil 5: Lost in Nightmares,action adventure horror horror survival
Test Drive Unlimited,driving racing simulation gt  street gt  street automobile
Yakuza 3,action adventure modern modern openworld
Chess Ultra,miscellaneous board  card game
Kameo: Elements of Power,action adventure fantasy general fantasy
FIFA Soccer,sports traditional team soccer sim sim
NBA Jam,sports traditional team basketball arcade arcade
The Magic Circle,adventure 3d firstperson
The King of Fighters XIII,action fighting fighting 2d 2d
Rock Band Unplugged,action miscellaneous rhythm music music
The Path,adventure 3d fantasy thirdperson fantasy
The Pinball of the Dead,miscellaneous parlor pinball
Metroid: Other M,action action adventure shooter scifi scifi general thirdperson scifi
Shin Megami Tensei: Devil Survivor 2,roleplaying strategy turnbased general general tactics
Dungeon of the Endless,strategy realtime general fantasy
Sesame Street: Once Upon a Monster,miscellaneous edutainment adventure 3d fantasy thirdperson fantasy
Revenge of the Titans,strategy realtime fantasy general fantasy
Bookworm Adventures: Volume 2,miscellaneous puzzle puzzle puzzle logic logic
R-Type Final,action shooter scrolling
Hunter: The Reckoning,action beatemup
F1 2001,driving racing simulation formula one formula one automobile
Tokyo Xtreme Racer 2,driving missionbased
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,miscellaneous adventure general compilation
Street Fighter X Tekken,action fighting fighting 3d 2d 3d
Gears of War 2: All Fronts Collection,action shooter shooter thirdperson scifi scifi arcade
Brothers in Arms: Hell's Highway,action shooter shooter firstperson historic historic arcade
Banjo-Kazooie: Nuts & Bolts,action platformer platformer 3d 3d
Slayaway Camp: Butcher's Cut,puzzle action
Detention,adventure general
Space Invaders Extreme,action shooter shootemup vertical
The Metronomicon: Slay the Dance Floor,action rhythm music
SOMA,horror horror action adventure survival
Star Wars: Empire at War,strategy realtime scifi scifi general
The Bigs,sports traditional team baseball arcade arcade
EA Sports MMA,action sports fighting fighting individual wrestling wrestling combat boxing  martial arts
A Way Out,action adventure general
A Hat in Time,action platformer 3d
Scribblenauts,miscellaneous puzzle action puzzle general puzzle general
Europa Universalis: Rome - Vae Victis,strategy general general
NHL 07,sports traditional team ice hockey sim sim
The Walking Dead: Episode 1 - A New Day,miscellaneous adventure general compilation pointandclick
GoNNER,action platformer 2d
Life is Strange: Before the Storm - Episode 2: Brave New World,action adventure general
Sonic Colors,action platformer platformer 2d 2d 3d
Silent Hunter: Wolves of the Pacific,simulation submarine submarine marine combat
Dead or Alive: Dimensions,action fighting fighting 3d 3d
For the King,roleplaying roguelike
Rock Band 4,action rhythm music
Dishonored: The Knife of Dunwall,action adventure modern general modern
Need for Speed: Most Wanted - A Criterion Game,driving racing simulation gt  street gt  street automobile
Battlefield 3: Armored Kill,action shooter shooter firstperson modern tactical modern arcade
Lost Planet: Extreme Condition,action shooter shooter thirdperson scifi scifi arcade
1701 A.D.,strategy realtime historic general historic
Stasis,general miscellaneous general
Otogi 2: Immortal Warriors,action adventure fantasy
Chime,action miscellaneous rhythm music music
Pro Evolution Soccer 2009,sports traditional team soccer sim sim
Return to Mysterious Island,adventure firstperson pointandclick modern modern
Rubik's Puzzle Galaxy: RUSH,miscellaneous puzzle puzzle general general
Smuggler's Run,driving missionbased
Puzzle Dimension,miscellaneous puzzle general puzzle general
Eternal Sonata,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Mega Man Legacy Collection + Mega Man Legacy Collection 2,miscellaneous compilation
NCAA Football 07,sports traditional team football sim sim
Red Faction II,action shooter firstperson scifi
Baldur's Gate: Dark Alliance,roleplaying action rpg
NHL 2003,sports traditional ice hockey sim
NFL Fever 2002,sports traditional football sim
Kohan: Ahriman's Gift,strategy general general
Pac-Man Collection,action general
Emperor: Battle for Dune,strategy realtime scifi scifi general
Rowan's Battle of Britain,simulation flight wwii combat
echochrome,miscellaneous puzzle action puzzle general puzzle general
Splasher,action platformer 2d
Steredenn,action shooter shootemup horizontal
The Evil Within,horror action adventure horror survival
Cart Life,simulation general general
Mega Man 10,action platformer platformer 2d 2d
Sword of the Stars: Born of Blood,strategy turnbased general scifi scifi
Gun,action adventure historic
Sonic's Ultimate Genesis Collection,miscellaneous compilation compilation
SoulCalibur,action fighting fighting 3d 3d
Counter-Strike: Global Offensive,action shooter shooter firstperson modern tactical modern
X-Men Legends,roleplaying action rpg
Worms Reloaded,strategy turnbased general wargame general fantasy artillery
Warhammer: End Times - Vermintide,action shooter firstperson tactical
Euro Truck Simulator 2,simulation general general vehicle civilian
South Park: The Fractured But Whole,roleplaying general
LEGO Batman 2: DC Super Heroes,action adventure modern general modern
Monday Night Combat,action shooter shooter thirdperson modern modern arcade
Final Fantasy I & II: Dawn of Souls,roleplaying consolestyle rpg
MX vs. ATV Unleashed,driving racing rally  offroad
Tropico 3,strategy tycoon management tycoon government
Skies of Fury DX,simulation flight combat
Wilson's Heart,action adventure adventure general
Shantae and the Pirate's Curse,action platformer 2d
Else Heart.Break(),roleplaying general
NHL 2K10,sports traditional team ice hockey sim sim
GrimGrimoire,strategy realtime fantasy
Trauma Center: Under the Knife 2,action simulation general general virtual career
Cities: Skylines - After Dark,strategy management government
Runaway: A Twist of Fate,adventure 3d pointandclick modern thirdperson
Monster Hunter 3 Ultimate,roleplaying action rpg action rpg
La Pucelle: Tactics,strategy turnbased fantasy
Quarrel,miscellaneous puzzle logic puzzle strategy general general
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,adventure general 3d fantasy thirdperson fantasy
FAR: Lone Sails,action platformer 2d
Jotun,action general
Bloodline Champions,action strategy general realtime moba moba
Transformers: Fall of Cybertron,general action general shooter thirdperson arcade
Mortal Kombat: Deadly Alliance,action fighting 3d
Pokken Tournament DX,action fighting 3d
Little Nightmares: Complete Edition,action adventure linear
Subsurface Circular,adventure general
Wipeout 2048,driving racing arcade futuristic futuristic
Skylanders Swap Force,action platformer platformer 3d 3d
The Legend of Heroes: Trails in the Sky,roleplaying general consolestyle rpg consolestyle rpg japanesestyle
Legends of War: Patton's Campaign,strategy general general
NHL Hitz Pro,sports traditional ice hockey arcade
Chessmaster,miscellaneous board games
The Sims: Superstar,simulation miscellaneous virtual life virtual virtual life
Bust-A-Move 4,miscellaneous puzzle matching
Minit,adventure general
Cuboid,miscellaneous puzzle puzzle general puzzle general
NBA Live 2005,sports traditional team basketball sim sim
Orcs Must Die!,action strategy general realtime general defense
"You, Me, and the Cubes",miscellaneous puzzle action puzzle puzzle action
SSX On Tour,sports alternative individual snowboarding snowboarding ski  snowboard
Oxenfree,action adventure adventure general
Dark Souls II: Scholar of the First Sin,roleplaying action rpg
MLB 10: The Show,sports traditional team baseball sim sim
Street Fighter Alpha Anthology,miscellaneous compilation
Prey,general action shooter firstperson arcade
NBA Live 06,sports traditional basketball sim
Valiant Hearts: The Great War,platformer 2d action platformer 2d
Payday 2,action shooter shooter firstperson fantasy general fantasy arcade
Virtua Tennis 3,sports traditional individual tennis tennis
Spider-Man: The Movie,action beatemup
Dead Rising 2: Case Zero,action adventure horror survival
Until Dawn,action adventure horror survival adventure 3d thirdperson
Castlevania: Lament of Innocence,action adventure horror
Midnight Club: LA Remix,driving racing arcade arcade automobile
Dungeons of Dredmor,roleplaying general general roguelike
Tekken 6,action fighting fighting 3d 3d
Hyper Light Drifter,roleplaying action rpg
Geometry Wars 3: Dimensions,action shooter static shootemup topdown
EA Sports Active 2,sports miscellaneous general exercise  fitness
Assassin's Creed: Director's Cut Edition,action adventure historic historic openworld
NASCAR 06: Total Team Control,driving racing stock car
Puzzle Dimension,miscellaneous puzzle puzzle general puzzle general
LittleBigPlanet 3,action platformer 2d
Quantum Conundrum,miscellaneous puzzle general puzzle general
DeathSpank,action roleplaying general action rpg
Tom Clancy's Ghost Recon: Future Soldier,action shooter shooter thirdperson tactical modern modern
Ys Seven,roleplaying action rpg action rpg
Death Road to Canada,action general
Winning Eleven: Pro Evolution Soccer 2007,sports traditional team soccer sim sim
The Unfinished Swan,action adventure general general 3d firstperson
Dissidia: Final Fantasy,action fighting fighting 3d 3d
The Next Penelope,action racing general arcade futuristic
The New York Times Crosswords,miscellaneous puzzle puzzle general logic general
The Lord of the Rings: The Battle for Middle-Earth II,strategy realtime fantasy general fantasy
Prototype,action adventure scifi scifi openworld
Stick it to the Man!,action platformer platformer 3d 3d
Split/Second,driving racing general general arcade automobile
Dead Rising 2,action adventure horror horror openworld
MTV Music Generator 3: This Is the Remix,miscellaneous music maker
ESPN Major League Baseball,sports traditional baseball sim
Tak and the Power of Juju,action platformer 3d
Final Fantasy Origins,roleplaying consolestyle rpg
Dynasty Tactics,roleplaying strategy turnbased consolestyle rpg historic
MLB Slugfest 20-03,sports traditional baseball arcade
Giants: Citizen Kabuto,action shooter thirdperson scifi
Parasite Eve II,roleplaying action rpg
For Honor,action adventure general
A Hat in Time,action platformer 3d
Sang-Froid: Tales of Werewolves,action action adventure general general
The Incredible Adventures of Van Helsing: Final Cut,roleplaying action rpg
Def Jam: Fight for NY: The Takeover,action fighting fighting wrestling 3d wrestling
Hexic HD,miscellaneous puzzle puzzle general puzzle general
WWE Day of Reckoning,action fighting wrestling
Hitman: Absolution,action adventure modern general modern
Jotun: Valhalla Edition,action general
Stella Glow,strategy turnbased general
Edge,general puzzle miscellaneous puzzle general
Pro Evolution Soccer 2012,sports traditional team football soccer sim sim sim
Rochard,action adventure general general platformer 2d
Alien: Isolation,action adventure scifi general survival
Professor Layton VS Phoenix Wright Ace Attorney,general puzzle miscellaneous puzzle general
CastleStorm,strategy general general
GRID,driving racing simulation gt  street gt  street automobile
Call of Juarez: Gunslinger,action shooter shooter firstperson historic historic arcade
Ultimate Marvel vs. Capcom 3,action fighting fighting 2d 2d
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,roleplaying general
Catherine,action adventure horror horror survival
Blossom Tales: The Sleeping King,action adventure openworld
Rome: Total War Alexander,strategy realtime historic general historic
Street Fighter Anniversary Collection,miscellaneous compilation
Hob,action general
Driver: San Francisco,driving racing missionbased arcade missionbased automobile
The Banner Saga,roleplaying general strategy turnbased tactics
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,miscellaneous adventure general compilation
Trials Fusion,driving racing arcade motorcycle automobile street street
LocoRoco,action platformer 2d
Sam & Max Episode 102: Situation: Comedy,adventure general 3d pointandclick thirdperson
Prototype 2,action adventure scifi scifi openworld
Final Fantasy XIII-2,roleplaying consolestyle rpg consolestyle rpg japanesestyle
LEGO Harry Potter: Years 1-4,action adventure adventure general fantasy general fantasy
Rumu,adventure general
Life is Strange: Before the Storm - Episode 1: Awake,action adventure general
Killing Floor 2,action shooter firstperson arcade
NieR: Automata - 3C3C1D119440927,roleplaying action rpg
Zen Pinball 2: Bethesda Pinball,action pinball
Fallout 4: Far Harbor,roleplaying westernstyle
King's Quest Chapter 3: Once Upon a Climb,adventure general
Goetia,adventure pointandclick
Dying Light: The Following,action adventure survival
Monster Tale,action platformer platformer 2d 2d
Tropico 3: Absolute Power,strategy tycoon management tycoon government
Age of Zombies,action adventure horror horror survival
Bit.Trip Void,action miscellaneous rhythm music music
NBA 09 The Inside,sports traditional team basketball sim sim
Sam & Max Episode 106: Bright Side of the Moon,adventure general 3d pointandclick thirdperson
Tiger Woods PGA Tour 07,sports traditional golf sim
MTV Music Generator 3: This Is the Remix,miscellaneous music maker
Activision Anthology,miscellaneous compilation
Gladius,strategy turnbased fantasy
Day of Defeat,action shooter shooter firstperson historic tactical historic
Tekken 4,action fighting 3d
Twisted Metal: Black Online,driving car combat
Jumpgate: The Reconstruction Initiative,simulation scifi space large spaceship civilian
Aqua Aqua,miscellaneous puzzle puzzle general
Space Empires IV,strategy turnbased general general 4x
Sega Marine Fishing,sports nature fishing
Mirror's Edge,action action adventure shooter modern general modern firstperson modern
Tom Clancy's The Division,shooter modern modern action shooter thirdperson tactical arcade
Resident Evil 4: Ultimate HD Edition,action adventure horror survival
Mario vs. Donkey Kong: Mini-Land Mayhem,action platformer platformer 2d 2d
Sam & Max Episode 203: Night of the Raving Dead,adventure general 3d pointandclick thirdperson
Metroid Prime Pinball,action miscellaneous parlor pinball pinball
Mega Man & Bass,action platformer 2d
Alien Hominid HD,action shooter shooter scrolling scrolling shootemup vertical horizontal
F.E.A.R. 2: Project Origin,action shooter shooter firstperson modern modern arcade
Black,action shooter firstperson modern
FlatOut: Ultimate Carnage,driving racing demolition derby arcade demolition derby automobile
Ghostbusters: The Video Game,action general general
Naruto Shippuden: Ultimate Ninja Storm 4,action fighting 3d
Just Dance 2014,action miscellaneous rhythm dancing dancing
Retro City Rampage,action adventure adventure 3d openworld modern thirdperson modern
King Arthur: The Role-Playing Wargame,strategy realtime fantasy general
Toki Tori,miscellaneous puzzle action puzzle general puzzle general
Rock of Ages 2: Bigger & Boulder,action general
Kelvin and the Infamous Machine,adventure pointandclick
Final Fantasy XIII-2,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Auditorium HD,miscellaneous puzzle puzzle general puzzle general
OlliOlli,sports alternative individual skateboarding skate  skateboard
Guitar Hero III: Legends of Rock,action miscellaneous rhythm music music
Sid Meier's Civilization: Beyond Earth - Rising Tide,strategy turnbased general 4x
Unforeseen Incidents,adventure general
Smuggler's Run: Warzones,driving missionbased
Golden Sun: Dark Dawn,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Hasbro Family Game Night: Scrabble,miscellaneous board games board  card game
Memoria,adventure general general pointandclick
FRAMED Collection,miscellaneous compilation
Joe Dever's Lone Wolf,action general
The Last Door,adventure general
DeathSpank,roleplaying action rpg action rpg
MLB 09: The Show,sports traditional baseball sim
NHL 2K7,sports traditional team ice hockey sim sim
Shadowgrounds Survivor,action shooter shooter thirdperson scifi scifi arcade
Prey,action shooter shooter firstperson scifi scifi arcade
Shooty Fruity,action shooter light gun
The Inner World: The Last Wind Monk,adventure general
Cat Quest,roleplaying action rpg
Teslagrad,action platformer platformer 2d 2d
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,adventure general 3d fantasy thirdperson fantasy
OutRun2,driving racing arcade
Armed and Dangerous,action shooter thirdperson scifi
Gothic II,roleplaying pcstyle rpg westernstyle
Port Royale,strategy realtime historic general
Deadly Dozen: Pacific Theater,action shooter shooter firstperson tactical historic historic
Shattered Galaxy,roleplaying strategy general general massively multiplayer
Namco Museum,miscellaneous compilation
Close Combat: Invasion: Normandy,strategy turnbased realtime historic tactics
Battlefield 4,action shooter shooter firstperson modern modern arcade
ZEN Pinball 3D,action miscellaneous parlor pinball pinball
King's Bounty: The Legend,strategy turnbased fantasy general fantasy tactics
Metal Slug Advance,action shooter scrolling
Buffy the Vampire Slayer,action beatemup
Bleed 2,action platformer 2d
ECHO,action adventure general
Hitman - Episode 2: Sapienza,action adventure general
SMITE,strategy realtime moba
Wolfenstein: The New Order,general shooter historic action shooter firstperson historic arcade
Rage,action shooter shooter firstperson modern modern arcade
Call of Duty: Black Ops - Escalation,action shooter shooter firstperson historic historic arcade
The Misadventures of P.B. Winterbottom,miscellaneous puzzle puzzle general puzzle general
UEFA EURO 2008,sports traditional team soccer sim sim
Heavenly Sword,action beatemup beatemup 3d
Dragon Age II,roleplaying pcstyle rpg action rpg
NCAA Football 13,sports traditional team football sim sim
Tales of Vesperia,roleplaying consolestyle rpg action rpg consolestyle rpg japanesestyle
Fat Princess,action general general
Tiger Woods PGA Tour 08,sports traditional individual golf sim sim
Uru: Ages Beyond Myst,adventure 3d firstperson fantasy fantasy
Pillars of Eternity: The White March - Part 2,roleplaying westernstyle
Greed Corp,strategy turnbased modern general modern
WWE SmackDown vs. Raw 2009,action sports fighting fighting individual wrestling combat wrestling
Little Inferno,miscellaneous puzzle action puzzle action
Guild Wars: Eye of the North,roleplaying general general massively multiplayer
Outlast 2,action adventure survival
Summon Night: Swordcraft Story 2,roleplaying action rpg
Driveclub Bikes,racing simulation automobile
Anomaly: Warzone Earth,strategy realtime general scifi general
DOOM,action shooter firstperson arcade
Dead Space: Extraction,action action adventure horror horror shooter light gun
Project: Snowblind,action shooter firstperson scifi
LEGO Harry Potter: Years 1-4,action adventure adventure general fantasy general fantasy
LEGO Harry Potter: Years 1-4,action adventure adventure general fantasy general fantasy
Trackmania Turbo,racing arcade automobile
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,adventure general
Battle Chasers: Nightwar,roleplaying action rpg japanesestyle
Pit People,action strategy turnbased general tactics
Nioh: Defiant Honor,roleplaying action rpg
Enslaved: Odyssey to the West - Pigsy's Perfect 10,action adventure modern general modern
Mini Ninjas,action adventure adventure general fantasy general fantasy
Carcassonne,miscellaneous board games board games board  card game
Harvest Moon: A Wonderful Life,roleplaying consolestyle rpg
Sphinx and the Cursed Mummy,action adventure fantasy
EverQuest: Lost Dungeons of Norrath,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Battlefield 1942: Secret Weapons of WWII,action shooter shooter firstperson historic historic arcade
Robot Alchemic Drive,simulation scifi mech
NHL 2003,sports traditional ice hockey sim
The Sims: Unleashed,simulation miscellaneous virtual life virtual virtual life
NHL Hitz 20-02,sports traditional ice hockey arcade
Worms World Party,strategy general
Resident Evil 3: Nemesis,action adventure horror
RayStorm,action general
The King of Fighters XIV,action fighting 2d
Tales of Berseria,japanesestyle roleplaying action rpg
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,roleplaying roguelike
Halfbrick Echoes,action general general
Race the Sun,action racing general general arcade futuristic
MotorStorm Arctic Edge,driving racing simulation rally  offroad rally  offroad automobile
Firewall Zero Hour,action shooter firstperson tactical
Hitman - Episode 3: Marrakesh,action adventure general
The Sims 3: Pets,simulation miscellaneous virtual life virtual virtual life
Pac-Man 256,action general arcade
MTX Mototrax,driving racing motorcycle motocross
Prototype,action adventure scifi scifi openworld
Alienation,scifi action shooter thirdperson arcade
Steredenn: Binary Stars,action shooter shootemup horizontal
Zwei: The Ilvard Insurrection,roleplaying action rpg
Torment: Tides of Numenera,general roleplaying westernstyle
Hand of Fate,roleplaying miscellaneous general board  card game
Stick it to the Man!,action platformer 3d
Street Fighter X Tekken,action fighting fighting 3d 2d 3d
Assault Heroes,action shooter shooter scrolling scrolling shootemup vertical
Guilty Gear X,action fighting 2d
Perfect Dark,action shooter shooter firstperson scifi scifi arcade
Frozen Cortex,general sports team futuristic
Burnout Paradise Remastered,racing arcade automobile
Tacoma,adventure general
Sphinx and the Cursed Mummy,action adventure fantasy
Gears of War: Judgment,action shooter shooter thirdperson scifi scifi arcade
Halo Wars 2,strategy realtime general
Anarcute,action general
Pool Nation,sports miscellaneous parlor individual billiards billiards
Free Realms,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Homeworld: Deserts of Kharak,strategy realtime command
L.A. Noire,adventure 3d thirdperson
Don't Starve,action adventure fantasy general fantasy sandbox
Bleed 2,action platformer 2d
Hue,puzzle action
Assault Android Cactus,general general scrolling action shooter shootemup topdown
Chessmaster,miscellaneous board games
All-Star Baseball 2003,sports traditional baseball sim
Trainz,strategy tycoon management tycoon business  tycoon
NHL Hitz 20-02,sports traditional ice hockey arcade
Super Dodge Ball Advance,sports alternative other
Super Smash Bros.,action fighting 3d
Atelier Escha & Logy: Alchemists of the Dusk Sky,general roleplaying general japanesestyle
Pro Evolution Soccer 2015,action general sports traditional team soccer sim
The Lord of the Rings: The Two Towers,action beatemup
Tiger Woods PGA Tour 11,sports traditional individual golf sim sim
Twisted Metal: Head-On,simulation driving car combat car combat vehicle combat
Geometry Wars: Galaxies,action shooter shooter static thirdperson static shootemup scifi topdown
Captain Toad: Treasure Tracker,action platformer 3d
Heat Signature,action general
Wonder Boy: The Dragon's Trap,action adventure general
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,adventure general 3d fantasy thirdperson fantasy
FIFA Soccer 08,sports traditional team soccer sim sim
Sonic Advance 3,action platformer 2d
Chivalry: Medieval Warfare,action strategy general general general
de Blob 2,action platformer platformer 3d 3d
Wonder Boy: The Dragon's Trap,action adventure general
Overlord II,action adventure fantasy general fantasy
Victor Vran: Overkill Edition,roleplaying action rpg
NHL 06,sports traditional ice hockey sim
OutRun Online Arcade,driving racing arcade arcade automobile
Band Hero,action miscellaneous rhythm music music
Hearthstone: Journey to Un'Goro,strategy turnbased card battle
The Darkness II,action shooter shooter firstperson scifi scifi arcade
Scram Kitty and His Buddy on Rails,general action general
F.E.A.R. 2: Project Origin,action shooter shooter firstperson modern modern arcade
Lego Star Wars,action adventure scifi
MLB Power Pros 2008,sports traditional team baseball arcade arcade
Major League Baseball 2K7,sports traditional team baseball sim sim
World to the West,action adventure linear
Atelier Rorona Plus: The Alchemist of Arland,roleplaying general japanesestyle
Space Channel 5 Special Edition,miscellaneous rhythm dancing
Emergency Fire Response,action adventure modern general modern
Downhill Domination,driving racing other
Lunar Legend,roleplaying consolestyle rpg
2002 FIFA World Cup,sports traditional soccer sim
Breath of Fire,roleplaying consolestyle rpg
Sky Odyssey,simulation flight wwii
Mario Party,miscellaneous party
N+,action platformer platformer 2d 2d
Spider-Man 3,action action adventure platformer general platformer 3d 3d
Silent Hill: Shattered Memories,action adventure horror horror survival
Marble Blast Ultra,action platformer platformer 3d 3d
echochrome ii,miscellaneous puzzle action puzzle general puzzle general
The Metronomicon,action rhythm music
Pro Evolution Soccer 2011,sports traditional team soccer sim sim
The Book of Unwritten Tales 2,adventure general pointandclick
Tom Clancy's Rainbow Six Siege,modern action shooter firstperson tactical
The Settlers 7: Paths to a Kingdom,strategy city building management historic historic government
RollerCoaster Tycoon 3: Soaked!,strategy tycoon management tycoon business  tycoon
BlazBlue: Cross Tag Battle,action fighting 2d
Rune Factory Frontier,roleplaying general general
Mantis Burn Racing,racing arcade automobile
Mighty Switch Force!,action platformer platformer 2d 2d
EVERSPACE,action general action adventure openworld
Dark Souls II: Crown of the Old Iron King,roleplaying action rpg
TrackMania 2 Valley,driving racing arcade arcade automobile
Wolfenstein II: The New Colossus,action shooter firstperson arcade
State of Decay,action adventure horror horror survival
Rock Band 3,action miscellaneous rhythm music music
High Hell,action shooter firstperson arcade
EA Sports UFC 2,sports general individual combat boxing  martial arts
F1 2013,driving racing simulation formula one formula one automobile
LEGO Harry Potter: Years 1-4,action adventure adventure general fantasy general fantasy
Mirror's Edge,action action adventure shooter modern general modern firstperson modern
Sid Meier's Civilization VI: Rise and Fall,strategy turnbased 4x
Blue Dragon,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Final Fight: Double Impact,action miscellaneous beatemup compilation
Tacoma,adventure general
Far Cry 5,action shooter firstperson arcade
Call of Duty: WWII,action shooter firstperson arcade
Monster Hunter Stories,roleplaying action rpg
Noitu Love: Devolution,action beatemup 2d
Extreme Exorcism,action platformer 2d
CastleStorm,strategy general general
Rift: Storm Legion,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Wizorb,miscellaneous puzzle action general puzzle action
Tom Clancy's Ghost Recon: Future Soldier,action shooter shooter thirdperson tactical modern modern
Madden NFL 12,sports traditional team football sim sim
Crayon Physics Deluxe,miscellaneous puzzle puzzle general puzzle general
Tony Hawk's Proving Ground,sports alternative individual skateboarding skateboarding skate  skateboard
Nancy Drew: Legend of the Crystal Skull,adventure general general pointandclick
Mario Strikers Charged,sports traditional team soccer arcade arcade
Mega Man Maverick Hunter X,action platformer platformer 2d 2d
EverQuest II: Desert of Flames,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Madden NFL 2005,sports traditional football sim
SimCity 4: Rush Hour,strategy city building management modern modern government
The Simpsons: Hit & Run,driving missionbased
Tenchu: Wrath of Heaven,action adventure fantasy
Uncommon Valor: Campaign for the South Pacific,strategy wargame turnbased
Deathrow,sports alternative futuristic
Global Operations,action shooter shooter firstperson tactical modern
Burnout,driving racing arcade
Mega Man Battle Network,roleplaying action rpg
StarLancer,simulation scifi small spaceship
Shadow Warrior 2,action shooter firstperson arcade
Dance Dance Revolution Ultramix 2,miscellaneous rhythm dancing
Apotheon,platformer 2d platformer action beatemup 2d
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,action adventure general pointandclick
Need for Speed: Most Wanted - A Criterion Game,driving racing simulation gt  street gt  street automobile
Star Wars: Battlefront II,action shooter shooter firstperson scifi scifi arcade
The Walking Dead: Season Two Episode 1 - All That Remains,general action adventure general pointandclick
WWE SmackDown vs. Raw 2010,action sports fighting fighting individual wrestling combat wrestling
Roogoo,miscellaneous puzzle puzzle general general
Golf Story,action adventure general
DG2: Defense Grid 2,strategy realtime general defense
The Journey Down: Chapter Two,adventure general
Muramasa Rebirth,roleplaying action rpg action rpg
Star Trek: Elite Force II,action shooter shooter firstperson scifi scifi arcade
Tiger Woods PGA Tour 11,sports traditional individual golf sim sim
Pinball FX3,action pinball
The Lion's Song,adventure general pointandclick
This War of Mine: The Little Ones,strategy realtime general
Call of Juarez: Bound in Blood,action shooter shooter firstperson historic historic arcade
Zuma's Revenge!,miscellaneous puzzle action puzzle puzzle action
Xanadu Next,roleplaying action rpg
Obliteracers,racing arcade futuristic
ZEN Pinball 2: Balls of Glory,action pinball
The Denpa Men: They Came By Wave,roleplaying general general
Traxxpad,action miscellaneous rhythm music music
Alien Hominid,action shooter scrolling
