title,genre,platform
Flight Simulator 2002,simulation flight civilian plane civilian,PC
Banjo-Tooie,action platformer 3d,Nintendo 64
Brothers: A Tale of Two Sons,action adventure fantasy fantasy linear,PC
Dota 2,general fantasy moba strategy realtime moba,PC
World Soccer Winning Eleven 8 International,sports traditional soccer sim,Xbox
Hollow Knight,action adventure general,Switch
TimeSplitters 2,action shooter firstperson scifi,PlayStation 2
Guild Wars 2,general roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Forza Motorsport 2,driving racing simulation gt  street gt  street automobile,Xbox 360
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,adventure general,PlayStation 4
Pushmo,miscellaneous puzzle action puzzle action,3DS
The Witcher 3: Wild Hunt - Hearts of Stone,roleplaying action rpg,PlayStation 4
Metal Gear Solid HD Collection,miscellaneous compilation compilation,Xbox 360
Viewtiful Joe,action beatemup,PlayStation 2
Madden NFL 2005,sports traditional football sim,GameCube
Tiger Woods PGA Tour 2003,sports traditional golf sim,GameCube
Freedom Force,roleplaying action rpg action rpg,PC
NBA 2K2,sports traditional basketball sim,Xbox
Colin McRae Rally 2.0,driving racing rally  offroad,PlayStation
FIFA Soccer 13,sports traditional team soccer sim sim,Xbox 360
LIMBO,action platformer platformer 2d 2d,PlayStation 3
GTR 2,driving racing simulation gt  street gt  street automobile,PC
NBA 2K13,sports traditional team basketball sim sim,PlayStation 3
Grand Theft Auto IV,action adventure modern modern openworld,PC
Total War: Shogun 2,strategy turnbased historic general historic,PC
Empire: Total War,strategy realtime historic general historic,PC
Rayman Legends,action platformer platformer 2d 2d,Xbox 360
Bayonetta + Bayonetta 2,miscellaneous compilation,Switch
Kentucky Route Zero - Act IV,adventure general,PC
Guacamelee! Super Turbo Championship Edition,action platformer 2d,WiiU
NBA 2K12,sports traditional team basketball sim sim,Xbox 360
ESPN NHL Hockey,sports traditional ice hockey sim,PlayStation 2
Rayman 2 Revolution,action platformer 3d,PlayStation 2
Madden NFL 2001,sports traditional football sim,PlayStation
Final Fantasy VIII,roleplaying consolestyle rpg,PlayStation
Beetle Adventure Racing,driving racing arcade,Nintendo 64
Command & Conquer: Red Alert,strategy realtime scifi scifi command,PC
The Witcher 3: Wild Hunt - Hearts of Stone,roleplaying action rpg,PC
Star Wars Jedi Knight II: Jedi Outcast,action shooter shooter firstperson scifi scifi arcade,PC
Wipeout HD Fury,driving racing arcade futuristic futuristic,PlayStation 3
Halo 2 Multiplayer Map Pack,action shooter firstperson scifi,Xbox
Borderlands 2,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Shin Megami Tensei: Persona 3 Portable,roleplaying consolestyle rpg consolestyle rpg japanesestyle,PSP
XCOM: Enemy Unknown,strategy turnbased general scifi scifi general,PlayStation 3
Call of Duty 2,action shooter shooter firstperson historic historic arcade,Xbox 360
Burnout Revenge,driving racing arcade,Xbox
Dragon Quest VIII: Journey of the Cursed King,roleplaying consolestyle rpg,PlayStation 2
Metroid: Zero Mission,action platformer 2d,GameBoyAdvance
The Legend of Zelda: Majora's Mask 3D,fantasy action adventure openworld,3DS
Skylanders Swap Force,action platformer platformer 3d 3d,WiiU
The Walking Dead: A Telltale Games Series,compilation miscellaneous adventure compilation pointandclick,PC
Tiger Woods PGA Tour 2004,sports traditional golf sim,PlayStation 2
Age of Mythology,strategy realtime fantasy general fantasy,PC
Pikmin,strategy realtime fantasy,GameCube
Madden NFL 2002,sports traditional football sim,GameCube
Sacrifice,strategy realtime fantasy general fantasy,PC
Samba de Amigo,miscellaneous rhythm music,Dreamcast
Wipeout 3,driving racing futuristic,PlayStation
Plants vs. Zombies,strategy realtime general general fantasy defense,Xbox 360
Dark Souls III,roleplaying action rpg,PC
Dead Cells,action platformer 2d,PC
Rez HD,action shooter shooter rail rail,Xbox 360
NBA Street V3,sports traditional basketball arcade,PlayStation 2
Demon's Souls,roleplaying action rpg action rpg,PlayStation 3
Pillars of Eternity,pcstyle rpg thirdperson pcstyle rpg roleplaying westernstyle,PC
The Elder Scrolls III: Morrowind,roleplaying firstperson firstperson westernstyle,PC
Castlevania: Symphony of the Night,action roleplaying platformer platformer action rpg 2d 2d,Xbox 360
Fable II,roleplaying action rpg action rpg,Xbox 360
Rez Infinite,action shooter rail,PlayStation 4
Rocksmith 2014 Edition,action miscellaneous rhythm music music,PC
NHL 2K3,sports traditional ice hockey sim,PlayStation 2
Final Fantasy Chronicles,roleplaying consolestyle rpg,PlayStation
Fallout,roleplaying firstperson firstperson pcstyle rpg pcstyle rpg westernstyle,PC
The Beatles: Rock Band,action miscellaneous rhythm music music,Wii
Into the Breach,strategy turnbased general tactics,PC
Assassin's Creed: Brotherhood,action adventure historic historic openworld,Xbox 360
Left 4 Dead 2,action shooter shooter firstperson scifi scifi tactical,Xbox 360
World Soccer Winning Eleven 9,sports traditional team soccer sim sim,PC
Worldwide Soccer Manager 2005,sports traditional team soccer management management,PC
Axiom Verge,action adventure general,WiiU
Left 4 Dead,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Left 4 Dead,action shooter shooter firstperson scifi scifi arcade,PC
Left 4 Dead 2,action shooter shooter firstperson scifi scifi tactical,PC
Titanfall 2,action shooter firstperson arcade,PlayStation 4
F1 2017,racing simulation automobile,PC
Dark Souls III,roleplaying action rpg,PlayStation 4
3D Gunstar Heroes,action shooter shootemup horizontal,3DS
Jade Empire,roleplaying action rpg,Xbox
Tony Hawk's Underground,sports alternative skateboarding,GameCube
NHL 2K3,sports traditional ice hockey sim,Xbox
NBA 2K3,sports traditional basketball sim,PlayStation 2
NASCAR Racing 2002 Season,driving racing simulation stock car stock car automobile,PC
Phantasy Star Online,roleplaying general,Dreamcast
Resident Evil 2,action adventure horror,Nintendo 64
Tekken 2,action fighting 3d,PlayStation
Need for Speed: Hot Pursuit,driving racing arcade arcade automobile,PlayStation 3
F-Zero GX,driving racing futuristic,GameCube
Mass Effect,roleplaying action rpg consolestyle rpg japanesestyle westernstyle,PC
Dark Souls,roleplaying action rpg action rpg,Xbox 360
NBA Street V3,sports traditional basketball arcade,Xbox
Need for Speed: Hot Pursuit 2,driving racing arcade,PlayStation 2
Grand Theft Auto IV: The Ballad of Gay Tony,action adventure modern modern openworld,Xbox 360
Okami HD,action adventure general,Switch
The Legend of Zelda: The Minish Cap,action adventure fantasy,GameBoyAdvance
NCAA Football 2005,sports traditional football sim,Xbox
NCAA Football 2004,sports traditional football sim,GameCube
Combat Mission: Barbarossa to Berlin,strategy realtime wargame realtime general,PC
NHL 2002,sports traditional ice hockey sim,Xbox
Homeworld: Cataclysm,strategy realtime scifi scifi general,PC
Fez,action platformer platformer 2d 2d,Xbox 360
Cave Story,action platformer platformer 2d 2d,Wii
Dark Souls II: Scholar of the First Sin,roleplaying action rpg,XboxOne
The Walking Dead: Episode 5 - No Time Left,miscellaneous adventure general compilation pointandclick,PC
Guild Wars,roleplaying general general massively multiplayer,PC
Borderlands 2,action shooter shooter firstperson scifi scifi arcade,PC
World Soccer Winning Eleven 9,sports traditional soccer sim,Xbox
Guitar Hero 5,action miscellaneous rhythm music music,Wii
Ace Combat 04: Shattered Skies,simulation flight modern jet,PlayStation 2
Max Payne,action shooter shooter thirdperson modern modern arcade,PC
3D Streets of Rage II,action beatemup 2d,3DS
Out of the Park Baseball 15,sports traditional team baseball sim,PC
MVP Baseball 2004,sports traditional baseball sim,GameCube
Tiger Woods PGA Tour 2004,sports traditional golf sim,GameCube
Tom Clancy's Splinter Cell,action adventure modern,PlayStation 2
Max Payne,action shooter thirdperson modern,Xbox
World in Conflict,strategy realtime modern general,PC
Burnout Revenge,driving racing arcade arcade automobile,Xbox 360
FIFA Soccer 11,sports traditional team soccer sim sim,PlayStation 3
Final Fantasy XIV: Stormblood,roleplaying massively multiplayer,PlayStation 4
Deus Ex: Human Revolution,action action adventure shooter scifi scifi general firstperson scifi,PlayStation 3
Stardew Valley,roleplaying general,XboxOne
Castlevania: Dawn of Sorrow,action roleplaying platformer platformer action rpg 2d 2d,DS
NBA Street Vol. 2,sports traditional basketball arcade,Xbox
Sonic Adventure 2,action platformer 3d,Dreamcast
NASCAR Racing 4,driving racing simulation stock car stock car automobile,PC
Duke Nukem 3D,action shooter shooter firstperson scifi scifi arcade,PC
L.A. Noire,adventure firstperson 3d modern thirdperson modern,PlayStation 3
Bastion,roleplaying action rpg,PlayStation 4
Far Cry,action shooter shooter firstperson modern modern arcade,PC
Dead Space,action shooter shooter thirdperson scifi scifi arcade,Xbox 360
Lone Echo,action adventure general,PC
FIFA Soccer 12,sports traditional team soccer sim sim,PC
Dishonored,action adventure modern general modern,PlayStation 3
XCOM: Enemy Unknown,strategy turnbased general scifi scifi general,PC
Mass Effect 3,roleplaying action rpg action rpg,PC
Rise of Nations,strategy realtime historic general historic,PC
Shin Megami Tensei: Persona 3 FES,roleplaying consolestyle rpg,PlayStation 2
Burnout 2: Point of Impact,driving racing arcade,GameCube
World Series Baseball 2K3,sports traditional baseball sim,Xbox
NASCAR Racing 2003 Season,driving racing simulation stock car stock car automobile,PC
Descent 3,action shooter shooter firstperson scifi scifi arcade,PC
Resident Evil 2,action adventure horror,PlayStation
The Curse of Monkey Island,adventure general general pointandclick,PC
Rez Infinite,action shooter rail,PC
Dark Souls: Artorias of the Abyss,roleplaying action rpg action rpg,Xbox 360
Metal Gear Solid HD Collection,miscellaneous action adventure modern compilation compilation,PlayStation 3
Battlefield 3,action shooter shooter firstperson modern tactical modern arcade,PC
Owlboy,action adventure general,PlayStation 4
Dead Space 2,action shooter shooter thirdperson scifi scifi arcade,PlayStation 3
Battlefield 1942,action shooter shooter firstperson historic historic arcade,PC
Einhander,action shooter scrolling,PlayStation
Deus Ex: Human Revolution,action action adventure shooter scifi scifi general firstperson scifi,Xbox 360
The Chronicles of Riddick: Escape From Butcher Bay,action shooter firstperson scifi,Xbox
The Walking Dead: Episode 5 - No Time Left,miscellaneous adventure general compilation pointandclick,Xbox 360
Madden NFL 2003,sports traditional team football sim sim,PC
WWF No Mercy,action fighting wrestling,Nintendo 64
Gran Turismo 4,driving racing gt  street,PlayStation 2
Dragon Age: Inquisition,general roleplaying general action rpg westernstyle,PlayStation 4
The Beatles: Rock Band,action miscellaneous rhythm music music,Xbox 360
Advance Wars 2: Black Hole Rising,strategy turnbased scifi,GameBoyAdvance
DiRT 2,driving racing simulation rally  offroad rally  offroad automobile,PC
Lumines,miscellaneous puzzle puzzle general puzzle matching general,PSP
L.A. Noire,firstperson adventure 3d modern thirdperson modern,Xbox 360
Ratchet & Clank Future: Tools of Destruction,action platformer platformer 3d 3d,PlayStation 3
Peggle,miscellaneous puzzle action puzzle puzzle action,Xbox 360
Tom Clancy's Splinter Cell Double Agent,action adventure modern,Xbox
New Super Mario Bros.,action platformer platformer 2d 2d,DS
Silent Hill 2,action adventure horror,PlayStation 2
Battlefield 1,action general shooter firstperson tactical,PlayStation 4
Metal Gear Solid: Peace Walker,action adventure modern general modern,PSP
Virtua Fighter 5 Online,action fighting fighting 3d 3d,Xbox 360
"WarioWare, Inc.: Mega Microgame$!",miscellaneous puzzle general,GameBoyAdvance
The Orange Box,action miscellaneous shooter compilation firstperson scifi,PlayStation 3
NBA 2K2,sports traditional basketball sim,PlayStation 2
Grandia,roleplaying consolestyle rpg,PlayStation
Colors! 3D,miscellaneous general general application,3DS
Destiny: The Taken King,action shooter firstperson arcade,XboxOne
NBA 2K11,sports traditional team basketball sim sim,Xbox 360
Horizon Zero Dawn,roleplaying action rpg,PlayStation 4
NBA 2K11,sports traditional team basketball sim sim,PlayStation 3
Injustice 2,action fighting 2d,XboxOne
Minecraft: PlayStation 4 Edition,action adventure adventure 3d sandbox firstperson fantasy fantasy,PlayStation 4
Dark Souls,roleplaying action rpg action rpg,PlayStation 3
Stardew Valley,general roleplaying general,PC
Prince of Persia: The Sands of Time,action adventure fantasy fantasy linear,PC
What Remains of Edith Finch,adventure 3d firstperson,PC
Top Spin,sports traditional tennis,Xbox
ESPN NBA Basketball,sports traditional basketball sim,PlayStation 2
Tiger Woods PGA Tour 2004,sports traditional golf sim,Xbox
Tom Clancy's Splinter Cell,action adventure modern,GameCube
NHL 2K3,sports traditional ice hockey sim,GameCube
NBA Street,sports traditional basketball arcade,PlayStation 2
Railroad Tycoon II,strategy tycoon management tycoon business  tycoon,PC
Burnout Paradise,driving racing arcade arcade automobile,Xbox 360
Wipeout Pure,driving racing arcade futuristic futuristic,PSP
The Beatles: Rock Band,action miscellaneous rhythm music music,PlayStation 3
XCOM 2: War of the Chosen,strategy turnbased tactics,PC
Fallout 4,general roleplaying westernstyle,XboxOne
Tiger Woods PGA Tour 2005,sports traditional golf sim,PlayStation 2
Microsoft Flight Simulator 2004: A Century of Flight,simulation flight civilian plane civilian,PC
NBA Street Vol. 2,sports traditional basketball arcade,GameCube
Medieval: Total War,strategy realtime historic general historic,PC
Shenmue II,action adventure modern,Dreamcast
NHL 2001,sports traditional ice hockey sim,PlayStation
Excitebike 64,driving racing motorcycle motocross,Nintendo 64
R4: Ridge Racer Type 4,driving racing arcade,PlayStation
Shadow Complex,action shooter shooter thirdperson scifi scifi arcade,Xbox 360
